APFS Number,Description,Contract Status,Component
F2020048668," CGC MUNRO (WMSL 755) FQ4 FY20 dockside ship repairs contract.  Work to include: Welding, electrical, tank cleaning, ventilation cleaning/repair., steel work, equipment overhaul/repair, insulation renewal, refrigeration plant groom, and deck preservation.   ",NEW,USCG/SFLC
F2020048669,"USCGC MUNRO Dockside Main Propulsion Diesel Engine (MPDE)FQ4 FY19 This will be a contract for preventative maintenance and repairs of theCGC MUNRO (NSC) MPDE Dockside project, Fiscal Quarter 4, Fiscal Year 2020.The maintenance availability is designed to complete all standard recurring maintenance items. ",NEW,USCG/SFLC
F2020048670,"Operations and Maintenance (O&M) services for the TSA Systems Integration Facility (TSIF) and Freedom Center, ensuring that all required and necessary Project Management, Mechanical, Electrical, Plumbing and Housekeeping services (i.e., janitorial, custodial, equipment and systems tests/inspections, preventive/predictive maintenance, corrective maintenance/repair, 24 hours/7 days a week/365 days per year operations, and 24/7 emergency services) are completed to provide a comfortable and safe work environment for the building occupants.  ",REC,TSA
F2020048672,"This requirement was previously announced under APFS F2016032231 and APFS F2018044464.Acquire C4IT Engineering Development, Integration, and Support Services (CEDISS) for the design, development, integration, testing, and operational evaluation of new C4IT and electronic systems as well as modifications and technology refreshment or upgrades to existing C4IT and related electronic systems.  These services include the development and maintenance of engineering change and logistics support documents that enable C4IT and electronic system sustainment.CEDISS is a follow-on contract to the C4ITSC Technical Engineering Development and Support Services (TEDSS) contract.  CEDISS will support a similar array of C4IT systems as TEDSS with notable additions of select aviation command and control, intelligence, and document & media exploitation (DOMEX) systems.  In addition, the CEDISS functional areas are more focused on system engineering development, integration, and support services while reducing field services by eliminating the performance of routine maintenance and system installations.  It is anticipated this new acquisition will be competed as a multiple award, IDIQ contract for 8(a) offerors.  To address potential organizational conflict of interest (OCI) situations between CEDISS and the C4ITSC Installation and Logistic Management Support (ILMS) services replacement contract, the Government anticipates management of potential OCI issues at the task order level to include excluding offerors from participating on both CEDISS and ILMS task orders for the same system.Place(s) of performance include: Portsmouth, VA; Alexandria, VA; Elizabeth City, NC; Alameda, CA; and Rest of U.S.",REC,USCG/C4IT
F2020048677,"This is a non-personnel services contract to provide IT services to further enhance FAC-TRAX utilizing the Agile Methodology and sustaining the system as developed under previous releases, and for additional modifications required to support FEMA’s response to declared disasters under disaster surge support.  FAC-TRAX is PA’s solution that bridges the gaps between the pre-award and post-award grant activities.  FAC-TRAX is a real-time and comprehensive system that provides consistent assessment of the total life cycle of a Project Worksheet (PW) in the grant workflow.  The system provides application status and performance metrics from the initial assignment through the completion of the workflow.  Automating and combining the pre and post award work flows promotes transparency and accountability while reducing administrative and operational costs for FEMA’s grant programs.  The scope of the work is to support disaster requirements for Puerto Rico (PR).",REC,FEMA
F2020048678,"This is to acquire requirements management support services, related to the Programs and Projects overseen by the Trade Transformation Office.  ",REC,CBP
F2020048689,"Provide armed Protective Security Officers, as defined in the statement of work and contract exhibits, at federally owned, leased, or occupied facilities protected by the Federal Protective Service at various locations located in Louisiana Statewide; In furnishing these services, provide all necessary management, supervision, personnel, materials, supplies and equipment except as otherwise indicated, and shall plan, schedule, coordinate, and ensure effective performance of, and conformance to all aspects of the statement of work.",REC,DHS HQ/MGMT
F2020048706,"A REQUIREMENT EXISTS FOR ENGINEERING AND TECHNICAL SUPPORT FOR THE MH-65 US COAST GUARD HELICOPTER PROGRAM.  IT IS ANTICIPAED THAT THIS WILL BE OFFERED ON A SOLE SOURCE BASIS TO THE OEM/PRIME CONTRACTOR, AIRBUS HELICOPTERS INC.  SINCE THE OEM/PRIME CONTRACTOR OWN THE DATA RIGHTS AND TECHNICAL SPECIFICATIONS TO THE MH-65 PLATFORM, IT IS ALSO ANTICIPATED THAT NO OTHER SOURCE WILL BE ABLE TO PROVIDE THIS ENGINEERING AND TECHNICAL SUPPORT.  SOLICITATION HAS NOT YET BEEN ASSIGNED.",REC,USCG/ALC
F2020048708,"Provide supplies and services in support of managing the affairs of USCG cutters (i.e., ""husbanding"") while in port in these 4 regions: Mexico, Central America, Caribbean and Colombia, and Panama.",NEW,USCG/CG-912
F2020048711,"The TSA HCAccess Program requires Federal human capital processing, operations and services from the Contractor. Expert human resources program knowledge, systems integration skills and demonstrated experience is necessary to perform the full range of human capital operations to seamlessly service the human capital needs of TSA employee in a dynamic and evolving environment. This includes, but not limited to: (1) Reporting; providing management level metrics and reports to TSA Headquarters and TSA Field staff, including Area Directors (ADs), Federal Security Directors (FSDs), Special Agents in Charge (SACs), and HR Specialists (approximately 2,000 users). (2) Program Management; Provide a Contractor’s Program Office that serves as the primary interface to TSA and directly support the TSA HCACCESS Program Management Office (PMO) in the areas of initiation, planning, execution, control and closure of programs and projects. Provide program support to obtain a level of organizational effectiveness focused on meeting the project(s) requirements within cost and schedule that ensures the highest levels of service and fiscal accountability.",REC,TSA
